User_ID,Latitude_Coord,Longitude_Coord
USER_0000,8.213044754196027,10.984830412950744
USER_0001,9.183425913212226,10.1663838845648
USER_0002,25.18044344756785,25.771658251088123
USER_0003,8.527737023428074,10.693155211394906
USER_0004,10.087313077669,8.285544553254066
USER_0005,9.411837770301764,7.804727577801822
USER_0006,26.067422317133335,23.313036862243194
USER_0007,9.097440081655904,12.778417276763406
USER_0008,8.787259595660219,9.247364434623195
USER_0009,23.740417236728835,24.100911031833967
USER_0010,11.546499283743927,11.396920178674298
USER_0011,9.099041965121792,9.562459375310084
USER_0012,26.244108371775233,21.68329703648817
USER_0013,25.50774461124162,24.3770681291488
USER_0014,25.498471017969386,23.87727019516517
USER_0015,11.186547920564571,8.635918817807891
USER_0016,12.798661766717135,10.71074938136768
USER_0017,10.01950283781686,12.180301115735976
USER_0018,8.979962917632264,10.348380545741506
USER_0019,11.624576864762915,11.580703078052355
USER_0020,25.14899845814384,26.127080685057685
USER_0021,21.94281319723322,23.487870533623894
USER_0022,9.648769937914995,9.64879456457623
USER_0023,24.00606436158123,25.855898002889738
USER_0024,28.229773686267336,23.848978655667924
USER_0025,8.811218892350949,9.827895337799651
USER_0026,27.467451570251924,24.626445940665434
USER_0027,9.115952864583683,11.274403145531537
USER_0028,22.444926340967267,24.916678451655073
USER_0029,23.861301007669454,25.225590679714312
USER_0030,9.485928225209847,8.796584096167571
USER_0031,25.77901977136176,27.299108369503866
USER_0032,23.521410930496685,25.756069773276767
USER_0033,24.988041038025074,27.21991620833504
USER_0034,23.950411738011123,25.320969866101333
USER_0035,11.71423422177253,11.127899549030161
USER_0036,11.431002645239804,10.977086876958698
USER_0037,25.146514147823247,23.8404853242168
USER_0038,23.490973927750446,23.1787170808184
USER_0039,10.007670184963692,9.64811929993728
USER_0040,26.425635757279075,24.134644516506395
USER_0041,24.97147568814597,23.496205953043287
USER_0042,27.284686115904485,25.80836506552699
USER_0043,11.218788733591296,12.034360042856235
USER_0044,25.12988468120935,24.766484146911882
USER_0045,23.709379952074073,24.42316668365526
USER_0046,23.225112231001336,21.94115173335985
USER_0047,23.761754204811233,24.51792123752051
USER_0048,24.26859066389126,24.35116271827057
USER_0049,24.905981354090244,26.432713480751858
USER_0050,7.121843177051438,9.960229186826174
USER_0051,10.130570602357256,9.551488974301199
USER_0052,22.193812118461217,24.47272977393804
USER_0053,23.652377992977463,25.737878757259757
USER_0054,8.840762178193643,9.644772089889987
USER_0055,24.96864760905378,25.17599107496317
USER_0056,25.02762756878433,27.514655968412924
USER_0057,11.107699869993116,10.257052421784955
USER_0058,26.022929456942446,24.534599865109815
USER_0059,25.556718810056964,24.09402221992627
USER_0060,8.620863648649296,12.324901607526309
USER_0061,10.104703127485028,9.42202960470736
USER_0062,11.445064193866482,10.619171390404748
USER_0063,25.486249528732664,24.804785418448475
USER_0064,22.59033051961364,25.305195453800835
USER_0065,22.827873487754015,22.88880433843517
USER_0066,22.495892078317944,25.815040288569904
USER_0067,8.514195512303967,9.150553405595842
USER_0068,24.20461357244134,23.810690751606483
USER_0069,23.398569355926107,24.78643077246806
USER_0070,10.757480918470685,11.298632791255182
USER_0071,23.756507483616893,24.159728439704544
USER_0072,9.205359694349442,10.769901149670034
USER_0073,25.466361348397008,27.213034325424328
USER_0074,23.444130768510316,24.714491982874588
USER_0075,21.898836849940185,24.86631994073082
USER_0076,10.101292307031885,7.862877720679815
USER_0077,25.86560819077081,24.695431920935512
USER_0078,9.304873460781307,9.301405369644614
USER_0079,9.281238643232065,9.721511535004275
USER_0080,25.93617972557823,25.94251826389642
USER_0081,8.984616999541062,10.917514433261301
USER_0082,10.375739275518814,10.519672314245463
USER_0083,24.62655377728139,26.457356426431534
USER_0084,25.71846973861959,25.50049315793042
USER_0085,27.530712452608846,26.322459635424174
USER_0086,9.891984817629499,11.505299346838036
USER_0087,25.405685238669758,24.924642835826294
USER_0088,9.670492168243731,10.53566885726762
USER_0089,12.216841067112274,9.22259467258953
USER_0090,13.1995500619844,7.071868300716247
USER_0091,25.51263396366574,27.81425625882383
USER_0092,11.220275826054504,8.153703525349068
USER_0093,24.02403614631726,24.269311924352955
USER_0094,12.161909933599173,7.846206773230841
USER_0095,24.595889748333164,26.076313383693943
USER_0096,10.298589543360205,9.099674684261808
USER_0097,9.711458552828317,10.452321013500418
USER_0098,10.486125954092193,9.422376579375525
USER_0099,12.368819223261088,11.151152093729364
USER_0100,9.82652757641764,9.548344456616066
USER_0101,10.389824191372636,11.172734307665966
USER_0102,25.036765261388414,25.746997436868174
USER_0103,22.72721340670217,27.050311401166788
USER_0104,7.674004853400801,10.102844462209042
USER_0105,10.137641164803254,7.018646628098661
USER_0106,8.108674068497432,11.376792920582163
USER_0107,8.273509633866546,10.563547027518508
USER_0108,25.549897369145274,23.590180320508967
USER_0109,25.751375781436572,23.533667132802172
USER_0110,25.820646071755057,24.69671102134916
USER_0111,25.367449856663086,24.239585236943306
USER_0112,28.28470439982651,23.78755257196727
USER_0113,9.947932345442135,8.246982943570702
USER_0114,25.921250050065137,26.136261565070956
USER_0115,10.421487801602549,9.06595072026911
USER_0116,25.576098173408962,24.950957877858862
USER_0117,9.309041843560319,11.585683339328373
USER_0118,24.80812361277885,23.566689339099362
USER_0119,26.587636730274383,22.361890770365328
USER_0120,8.904450052424295,10.324687884372961
USER_0121,8.6742138456983,10.230587658918292
USER_0122,11.373103176553112,10.493126664489527
USER_0123,9.758071432500987,10.606076285221807
USER_0124,10.259771388776773,10.577976069593255
USER_0125,8.480753319498364,10.47137099889291
USER_0126,10.709856436860317,9.89075663101469
USER_0127,22.90214863927129,25.844453855035855
USER_0128,9.946260941335073,12.346965483721009
USER_0129,9.295788421097573,10.813840065378947
USER_0130,8.007720926652354,10.295291853803686
USER_0131,6.962286120013589,10.279681472154142
USER_0132,26.389266321297463,27.864124960705198
USER_0133,25.35342183716285,26.15629779083045
USER_0134,24.333560109885834,25.565950739567278
USER_0135,26.03521598756667,24.398169292171247
USER_0136,10.97153280715104,12.284544784612038
USER_0137,11.737893368511106,8.768976522472434
USER_0138,22.60835851180845,24.10093746556934
USER_0139,10.542093408262621,12.307054849698954
USER_0140,12.648181360421646,10.607472566441434
USER_0141,11.029390285561771,7.5809261932155225
USER_0142,9.631917825995695,8.869395753463765
USER_0143,9.687816624464087,9.26049859801175
USER_0144,8.144573933682878,8.019315080373586
USER_0145,10.362943407349052,7.130079633013303
USER_0146,26.24550372481637,23.715874261136697
USER_0147,12.379025224218028,8.143276751759727
USER_0148,23.019650189469036,27.747188148781532
USER_0149,10.145616324022061,11.452967485799334
USER_0150,9.007320302847418,11.278650002194336
USER_0151,25.619397181413436,24.154413170794037
USER_0152,21.81415641353529,24.21136746747886
USER_0153,24.831507925463754,24.668545600700167
USER_0154,9.330227571899469,11.284598191485209
USER_0155,10.542454037571451,9.032320368092314
USER_0156,25.11370683729059,23.984257432731834
USER_0157,21.292533249809065,23.804657116794285
USER_0158,10.321140616195306,8.131391831932017
USER_0159,25.794706266872925,27.16235293098685
USER_0160,26.737166310250103,26.187494040944404
USER_0161,12.829278851815795,10.261866719247758
USER_0162,7.588775148158159,10.276950787798457
USER_0163,8.406544429410843,10.710388645952772
USER_0164,10.09034531491154,13.69486316872793
USER_0165,10.149477047631462,9.244786518825702
USER_0166,25.86483544458365,25.466875231815305
USER_0167,9.664805822011223,11.071000741138137
USER_0168,23.686572619922863,22.925800403553495
USER_0169,24.310958650689635,23.72523344580281
USER_0170,24.20424827858421,24.13627263903298
USER_0171,9.884347435878844,10.511727962224965
USER_0172,9.287582033258566,9.020006151139432
USER_0173,25.116052461471426,23.708073698007606
